name,host_id,host_name,host_since,property_type,price,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,is_location_exact,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,security_deposit,guests_included,minimum_nights,maximum_nights,availability_365,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,city,state,bed_type,cleaning_fee,extra_people,calendar_last_scraped
Master bedroom in NW DC,11559071,Alex,1/22/14,8,104,2,2,11,14,20001,0,1,68,4,4,1,0,3,1.5,1,1,1100,3100,200,2,2,1125,344,3/13/14,9/20/15,4,75,9,8,1,2,0,0,4,0.58,Washington,DC,Real Bed,0,15,10/2/15
Washington Suite,24689607,Garo,12/10/14,1,159,3,1,0,14,20001,0,1,54,17,17,1,0,4,1,1,3,0,0,0,1,1,1125,360,0,0,0,0,0,0,1,3,0,0,2,0,Washington,DC,Real Bed,120,20,10/2/15
Downtown Luxury Furnished Studio,33431046,Greg,5/15/15,1,190,3,1,13,14,20001,0,1,68,1,1,1,0,2,1,0,1,0,0,0,0,3,1125,129,6/24/15,9/24/15,4,95,10,9,0,3,0,0,1,3.82,Washington,DC,Real Bed,0,0,10/2/15
Luxury Apt In Heart of DC,2903010,Shiva,7/11/12,1,200,3,1,14,14,20001,0,1,31,1,1,1,1,3,1,1,2,0,0,200,1,2,1125,305,5/17/15,9/30/15,4,98,10,10,1,1,0,0,1,3,Washington,DC,Real Bed,70,0,10/2/15
Comfortable Modern Downtown Condo,3136596,Jay,8/2/12,1,215,3,1,34,14,20005,0,1,31,1,1,1,0,3,1,1,2,0,0,0,2,1,1125,353,9/19/13,9/17/15,4,95,9,9,1,3,0,1,1,1.37,Washington,DC,Real Bed,0,20,10/2/15
Luxury- Right in the heart of DC,44834480,Vicki,9/22/15,6,450,5,1,0,14,20001,1,1,54,1,1,1,0,4,2,2,2,0,0,450,1,1,1125,365,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Luxury 1 BR Suite Near Logan Circle,30283594,Kara,3/30/15,1,234,3,1,0,14,20005,0,1,61,190,190,1,0,3,1,1,1,0,6324,0,1,3,1125,365,0,0,0,0,0,0,1,3,0,0,16,0,Washington,DC,Real Bed,100,0,10/2/15
Cool bedroom: most cntrl part of DC,11559071,Alex,1/22/14,8,110,2,2,33,14,20001,0,1,68,4,4,1,0,2,1.5,1,1,920,3000,0,2,2,1125,345,3/7/14,9/21/15,4,91,9,9,1,2,0,0,4,1.72,Washington,DC,Real Bed,10,0,10/2/15
Luxury Corporate Apartment in NW DC,41740449,Cathleen,8/17/15,1,225,3,1,0,14,20001,1,1,72,1,1,1,0,4,2,2,2,1400,4500,300,1,3,30,335,0,0,0,0,0,0,0,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
"Cozy, clean and convenient condo",4475279,Ehsan,12/23/12,6,109,2,1,0,14,20005,0,1,61,1,1,1,0,2,1,1,1,0,0,500,1,1,1125,60,0,0,0,0,0,0,1,1,1,1,1,0,Washington,DC,Real Bed,45,50,10/2/15
2 Bed/2bath Apt. in Downtown DC,20335354,Pedro,8/20/14,1,250,3,1,1,14,20001,0,1,68,1,1,1,0,4,2,2,2,1000,0,0,1,3,1125,53,8/3/15,8/3/15,3,100,10,10,1,2,0,0,1,0.48,Washington,DC,Real Bed,70,0,10/3/15
Comfortable Home Howard Homecoming,27746397,Kathryn,2/14/15,1,87,2,2,2,14,20001,0,1,68,1,1,1,0,3,2,1,2,560,0,1000,1,2,30,357,7/6/15,9/8/15,4,80,8,8,1,3,0,0,1,0.67,Washington,DC,Real Bed,40,90,10/3/15
"""The Executive"" Flat - DC - 442",611958,Bryan,5/22/11,1,210,3,1,103,14,20001,1,1,54,5,5,1,0,4,1,1,1,0,0,200,4,1,90,343,6/28/12,9/18/15,4,92,9,10,1,3,0,0,5,2.59,Washington,DC,Pull-out Sofa,60,20,10/3/15
Spacious Home in Downtown DC,4897930,Daniel,1/29/13,8,300,4,1,5,14,20001,0,1,68,2,2,1,0,10,2,3,6,0,0,150,8,3,1125,299,8/1/15,9/18/15,4,100,10,10,0,3,0,0,2,2.34,Washington,DC,Real Bed,150,100,10/3/15
Private Room/Bath Near Convention,24615645,Chelsea,12/8/14,1,120,2,2,0,15,20001,0,1,31,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,273,0,0,0,0,0,0,1,1,0,0,1,0,"Washington, D.C.",DC,Real Bed,0,0,10/3/15
3 blocks to Convention Ctr DC,19904035,Nesh,8/12/14,1,200,3,1,1,14,20001,1,1,68,1,1,1,0,2,1,1,1,0,2500,0,1,1,1,285,8/16/15,8/16/15,3,100,10,10,1,1,0,0,1,0.61,Washington,DC,Real Bed,0,0,10/3/15
One Block from the White House!,9054845,BridgeStreet,9/25/13,1,269,4,1,6,14,20005,0,1,31,2,2,1,0,3,1,1,2,1600,5800,0,1,1,1125,145,7/23/14,7/6/15,3,88,9,10,1,2,0,0,1,0.41,Washington,DC,Real Bed,100,0,10/3/15
Luxury 1BR Apt in Newseum.,30283594,Kara,3/30/15,1,569,6,1,0,14,20001,0,1,54,190,190,1,0,3,1,1,1,0,6944,0,1,3,1125,365,0,0,0,0,0,0,1,1,0,0,16,0,Washington,DC,Real Bed,100,0,10/3/15
2 bedroom Condo w/private yard,6081168,Katie,4/24/13,1,120,2,1,3,14,20001,0,1,68,2,2,1,0,4,2,2,2,0,0,500,1,1,1125,305,5/25/15,9/19/15,4,93,9,9,1,2,0,0,2,0.68,Washington,DC,Real Bed,100,0,10/3/15
Private Bath & Parking in Downtown,24421384,James,12/2/14,1,109,2,2,1,14,20001,0,0,68,2,2,1,0,1,1,1,1,699,0,0,1,2,5,273,8/11/15,8/11/15,3,100,10,10,1,2,0,0,2,0.56,Washington,DC,Real Bed,0,0,10/3/15
Fresh & New Apartment in the City!,30231074,Whitney,3/29/15,1,150,2,1,4,14,20005,0,1,61,1,1,1,0,3,1,1,1,0,0,0,1,2,1125,99,6/12/15,7/9/15,3,90,10,10,1,3,0,0,1,1.05,Washington,DC,Real Bed,25,0,10/3/15
Le Petit Coin de L'Enfant,6059772,Jon,4/23/13,1,95,2,1,70,14,20001,0,1,68,4,4,1,0,3,1,1,1,650,2500,0,1,2,1125,323,10/2/13,9/4/15,4,81,8,8,1,1,1,1,4,2.87,Washington,DC,Real Bed,35,0,10/3/15
Trendy Logan Circle apartment!,27224518,Zaid,2/4/15,1,119,2,1,0,14,20005,0,1,61,1,1,1,0,4,1,1,2,0,0,0,1,1,20,2,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
"Room in Downtown DC, Walk to Metro",9988881,Sadia & Saleem,11/13/13,1,97,2,2,2,14,20001,0,1,54,1,1,1,0,2,1,1,1,0,0,0,0,1,1125,353,9/17/15,9/23/15,4,100,10,10,1,1,0,0,1,2,Washington,DC,Real Bed,10,0,10/3/15
Union Station/Chinatown/Downtown,5589907,Melecio,3/23/13,9,99,2,2,51,14,20001,0,1,68,1,1,1,0,2,1,1,1,0,0,0,1,1,4,84,2/20/14,8/27/15,3,94,10,10,1,2,0,0,1,2.59,Washington,DC,Pull-out Sofa,10,25,10/3/15
"Luxury 1BR, Penthouse, Walk 2 Metro",4737755,Fareed,1/17/13,1,295,4,1,28,14,20001,0,0,68,1,1,1,0,2,1,1,1,0,0,0,2,1,1125,346,7/28/14,7/24/15,3,97,10,10,1,3,0,0,1,1.94,Washington,DC,Real Bed,65,0,10/3/15
City Center Convenience Near Metro!,44533866,Harvey,9/18/15,1,180,3,1,1,14,20001,0,1,68,1,1,1,0,5,1,2,3,1071,3780,0,1,2,366,335,9/24/15,9/24/15,4,100,10,10,1,1,0,0,1,1,Washington,DC,Real Bed,0,0,10/3/15
Cozy studio Capitol/Union/Gtown Law,41476654,Shella And Gladys,8/14/15,1,150,2,1,3,14,20001,0,1,17,1,1,1,0,2,1,0,2,0,0,0,2,3,1125,169,8/18/15,9/27/15,4,80,9,10,1,2,0,0,1,1.91,Washington,DC,Real Bed,75,80,10/3/15
Fresh Fun Walk to Convention Center,8008783,Cliff,8/7/13,1,150,2,1,24,14,20001,0,1,31,30,30,1,0,6,1,0,3,0,0,0,1,3,100000,334,9/3/13,9/21/15,4,86,9,9,1,3,0,0,27,0.95,Washington,DC,Real Bed,129,0,10/3/15
Huge Unit Near Everything!,23974493,Greg,11/20/14,1,155,3,1,23,14,20001,0,0,54,1,1,1,0,5,2.5,2,2,950,4500,99,4,2,1125,0,2/23/15,8/8/15,3,99,10,10,1,2,0,0,1,3.09,Washington,DC,Real Bed,90,15,10/3/15
Downtown Spacious BR /Private Bath,56646,Serge,11/22/09,1,85,2,2,338,14,20001,0,0,31,1,1,1,0,3,1,1,2,0,2300,150,1,3,30,209,2/3/10,9/22/15,4,97,10,10,1,3,1,1,1,4.9,Washington,DC,Real Bed,0,12,10/3/15
"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC",7728287,Megan,7/25/13,1,130,2,1,4,14,20005,0,1,61,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,302,5/26/15,7/6/15,3,85,10,9,1,1,0,0,1,0.92,Washington,DC,Real Bed,0,0,10/3/15
Great Apt in Great DC Neighborhood,16100964,Linda,5/28/14,1,120,2,1,3,14,20001,0,1,68,1,1,1,0,3,1,1,1,700,0,0,1,1,1125,14,8/11/15,9/13/15,4,93,10,9,1,1,0,0,1,1.67,Washington,DC,Real Bed,50,0,10/3/15
Comfy 1 BR Steps from Chinatown,15235972,Sarah,5/7/14,1,90,2,2,12,14,20001,0,1,68,1,1,1,0,2,1,1,1,0,0,0,2,2,1125,348,6/19/15,9/20/15,4,97,9,9,1,2,0,0,1,3.36,Washington,DC,Real Bed,10,65,10/3/15
Modern Downtown 1 BR with Amenities,13205161,Ben,3/16/14,1,149,2,1,47,14,20001,1,1,68,1,1,1,0,2,1,1,2,925,2600,0,1,1,1125,255,4/25/14,9/20/15,4,98,10,10,1,1,0,0,1,2.68,Washington,DC,Real Bed,0,0,10/3/15
Lux Furnished 1BR Newseum Apt,30283594,Kara,3/30/15,1,569,6,1,0,14,20001,0,1,54,190,190,1,0,3,1,1,1,0,6944,0,1,3,1125,90,0,0,0,0,0,0,1,3,0,0,16,0,Washington,DC,Real Bed,100,0,10/3/15
1 Bedroom Delight in Chinatown!,29508596,Tapan,3/17/15,1,180,3,1,6,14,20001,1,1,54,1,1,1,0,4,1,1,1,0,0,0,1,1,1125,284,4/13/15,9/15/15,4,97,10,10,1,2,0,0,1,1.03,Washington,DC,Real Bed,50,0,10/3/15
Spacious bedroom in Foggy Bottom!,21140917,Isabella,9/9/14,1,55,2,3,1,14,20037,1,1,99,1,1,1,0,1,1,1,1,300,1200,0,1,1,14,84,7/10/15,7/10/15,3,100,10,10,1,1,0,0,1,0.35,Washington,DC,Real Bed,15,0,10/3/15
"By Chinatwn,Convntn,Vrizn Cntr,Mall",1743511,Tarek,2/13/12,1,229,3,1,29,14,20001,0,1,68,6,6,1,0,4,1,1,1,1275,3595,0,3,2,720,323,6/22/14,7/19/15,3,92,9,9,1,2,0,0,1,1.86,Washington,DC,Real Bed,50,50,10/3/15
Beautiful Master Bed in Downtown DC,29092823,Miranda,3/10/15,1,75,2,2,2,14,20001,0,1,54,1,1,1,0,2,1,1,1,450,0,0,1,1,1125,26,9/15/15,9/29/15,4,100,10,10,1,1,0,0,1,2,Washington,DC,Real Bed,0,0,10/3/15
Logan Circle Lux Furnished 1BR Apt,30283594,Kara,3/30/15,1,569,6,1,0,14,20005,0,1,61,190,190,1,0,3,1,1,1,0,6324,0,1,3,1125,90,0,0,0,0,0,0,1,3,0,0,16,0,Washington,DC,Real Bed,100,0,10/3/15
Private bedroom with private bath!,6406979,Matthew,5/15/13,8,105,2,2,245,14,20005,0,1,31,1,1,1,0,2,1,1,1,0,2550,0,1,1,1125,267,6/13/13,9/18/15,4,92,10,10,1,1,0,0,1,8.72,Washington,DC,Real Bed,0,0,10/3/15
Sunlit Upscale apt in Heart of DC,9773527,Valentine,11/2/13,1,120,2,1,1,14,20001,0,1,68,1,1,1,0,2,1,1,1,820,0,100,0,2,1125,3,9/7/15,9/7/15,4,100,10,10,1,2,0,0,1,1,Washington,DC,Real Bed,30,0,10/3/15
Cosy loft,28919350,Monique,3/7/15,1,119,2,1,3,14,20001,0,1,68,1,1,1,0,3,1,1,2,0,1999,99,1,5,1125,0,4/16/15,8/22/15,3,80,9,10,1,2,0,0,1,0.53,Washington,DC,Real Bed,0,0,10/3/15
"The DelMar Stay,LLC (parking avail)",42325303,John,8/23/15,6,139,2,1,0,14,20005,0,1,61,1,1,1,0,2,1.5,1,1,0,0,500,1,1,1125,114,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,50,10,10/3/15
Furnished Private Room in a House,8043437,Rocky,8/9/13,8,109,2,2,34,14,20005,1,1,31,2,2,1,0,1,1,1,1,700,2495,0,1,3,1125,341,12/6/14,9/24/15,4,83,9,9,1,2,0,0,2,3.38,Washington,DC,Real Bed,0,35,10/3/15
Where location meets convinience,13529076,Juan,3/25/14,1,150,2,1,25,14,20001,0,1,54,1,1,1,0,4,1,1,2,750,2800,200,2,2,90,345,4/11/14,9/19/15,4,95,10,10,1,1,0,0,1,1.39,Washington,DC,Real Bed,45,25,10/3/15
"Bright, Large Studio Apt Sleeps 5!!",8008783,Cliff,8/7/13,1,295,4,1,45,14,20001,0,1,31,30,30,1,0,5,1,0,3,0,0,0,1,3,999,330,1/5/14,9/24/15,4,89,9,9,1,3,0,0,27,2.12,Washington,DC,Real Bed,125,0,10/3/15
"""The Cajun"" Flat Downtown DC - 202",611958,Bryan,5/22/11,1,210,3,1,57,14,20001,1,1,68,5,5,1,0,3,1,1,1,0,0,200,3,1,365,335,8/28/11,6/13/15,3,95,9,10,1,3,0,0,5,1.14,Washington,DC,Real Bed,50,15,10/3/15
One Block to the Convention Center!,8008783,Cliff,8/7/13,1,329,4,1,21,14,20001,0,1,31,30,30,1,0,6,1.5,2,2,0,0,0,1,3,999,345,2/14/14,9/11/15,4,91,10,9,1,3,0,0,27,1.06,Washington,DC,Real Bed,159,0,10/3/15
Cozy Studio Near Capital Hill,17828014,Catherine,7/8/14,1,125,2,1,0,14,20001,1,1,17,1,1,1,0,2,1,0,1,700,0,0,1,2,7,11,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
"Spacious 1 bdr, Gallery PL/Chi Town",44925054,Darcy,9/23/15,1,150,2,1,1,14,20001,1,1,68,1,1,1,0,2,1,1,1,0,3600,0,1,1,1125,350,9/27/15,9/27/15,4,100,10,10,1,1,0,0,1,1,Washington,DC,Real Bed,25,0,10/3/15
Best Location/Street / Logan Circle,6421422,Rob And Agneta,5/16/13,1,175,3,1,139,14,20009,0,1,68,1,1,1,0,3,1,1,2,0,0,0,2,2,15,270,7/30/13,9/19/15,4,98,10,10,1,2,0,0,1,5.24,Washington,DC,Real Bed,0,50,10/3/15
1BR Apt in Gallery Pl- Downtown DC,39760733,Stephanie,7/27/15,1,129,2,1,7,14,20001,1,1,54,1,1,1,0,3,1,1,2,800,2700,0,1,1,1125,41,8/19/15,9/4/15,4,97,10,9,0,1,0,0,1,4.57,Washington,DC,Real Bed,15,0,10/3/15
1BR Fully Furnished-Mt. Vernon Sq.,25188,Seamless,7/10/09,1,239,3,1,0,14,20001,0,1,68,480,480,1,0,2,1,1,1,0,5445,0,1,5,730,365,0,0,0,0,0,0,1,4,0,1,5,0,Washington,DC,Real Bed,150,0,10/3/15
Hip Luxury Loft - near Conv. Center,4219994,Karen,11/22/12,1,250,3,1,17,14,20001,1,1,68,2,2,1,0,2,1,1,1,1330,5110,1500,1,2,1125,353,6/30/13,9/20/15,4,99,9,10,1,3,0,1,1,0.62,Washington,DC,Real Bed,85,50,10/3/15
"Luxurious Apartment, Heart of DC",7025353,Adam,6/20/13,1,168,3,1,136,14,20005,0,1,61,4,4,1,0,4,1,1,2,1100,4000,0,2,1,1125,328,8/15/13,9/25/15,4,93,10,9,1,2,0,0,4,5.23,Washington,DC,Real Bed,35,25,10/3/15
"Union Station RoomBth, Shared Space",41079304,Rahfin,8/10/15,1,79,2,2,2,14,20001,0,1,72,1,1,1,0,2,1,1,1,0,0,0,1,2,1125,36,8/28/15,8/28/15,3,0,0,0,1,3,0,0,1,1.62,Washington,DC,Real Bed,12,0,10/3/15
Well-appointed studio in Dwntown DC,37329193,Kshitij,7/2/15,1,65,2,3,0,14,20001,0,1,54,1,1,1,0,1,1,1,2,0,0,0,1,2,1125,346,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Super Chic & Gorgeous Downtown Apt.,17984882,Sanaz,7/11/14,1,290,4,1,32,14,20001,0,1,68,1,1,1,0,4,2,2,2,0,0,350,1,3,365,354,7/20/14,9/22/15,4,99,10,10,1,2,0,0,1,2.18,Washington,DC,Real Bed,80,0,10/3/15
Charming Mt. Vernon 1-Bedroom,4990750,Jean,2/6/13,1,99,2,1,3,14,20001,0,1,68,1,1,1,0,4,1,1,2,600,2000,500,2,1,1125,335,9/14/15,9/24/15,4,87,9,9,1,2,0,0,1,3,Washington,DC,Real Bed,25,20,10/3/15
Lux Fully Furnished 1BR Newseum Apt,30283594,Kara,3/30/15,1,569,6,1,0,14,20001,0,1,54,190,190,1,0,3,1,1,1,0,6944,0,1,3,1125,365,0,0,0,0,0,0,1,3,0,0,16,0,Washington,DC,Real Bed,100,0,10/3/15
Gorgeous Luxury Apartment with Den,33197499,Brandon,5/12/15,1,290,4,1,1,14,20001,0,1,68,1,1,1,0,2,1,1,2,0,0,0,1,1,1125,0,5/20/15,5/20/15,2,100,10,10,1,1,0,0,1,0.22,Washington,DC,Real Bed,0,0,10/3/15
Large/Comfy 1-BR Loft near Capitol,3958412,David,10/23/12,1,145,2,1,5,14,20001,0,1,68,1,1,1,0,3,1,1,1,900,2500,250,1,1,31,34,9/18/14,4/5/15,2,100,10,10,1,2,0,0,1,0.39,Washington,DC,Real Bed,20,0,10/3/15
"""The Family"" Flat Downtown DC- 1023",611958,Bryan,5/22/11,1,210,3,1,87,14,20001,1,1,54,5,5,1,0,4,1,1,1,0,0,200,4,1,90,347,3/30/12,9/8/15,4,95,9,9,1,3,0,0,5,2.03,Washington,DC,Real Bed,50,20,10/3/15
Luxury Bldg- Really Great Location!,23782651,Diane,11/15/14,1,90,2,2,2,14,20001,1,1,31,1,1,1,0,1,1,1,1,0,0,0,1,1,1125,340,9/30/15,9/30/15,4,0,0,0,1,1,0,0,1,2,Washington,DC,Real Bed,0,0,10/2/15
Luxury bedroom & bathroom downtown!,44361740,Theo,9/16/15,1,99,2,2,2,14,20001,0,1,68,1,1,1,1,2,1,1,1,650,0,0,2,1,1125,58,9/24/15,9/26/15,4,100,10,10,0,1,0,0,1,2,Washington,DC,Real Bed,15,15,10/2/15
Luxurious Convenient Gem,3596189,Chris,9/17/12,1,399,5,1,16,14,20001,0,1,68,1,1,1,0,4,1,1,1,0,0,100,2,1,1125,365,2/23/14,6/16/14,3,95,9,9,0,2,0,0,1,0.82,Washington,DC,Real Bed,30,15,10/2/15
[1396-J1]Jr.1 BR-Newseum Residences,25188,Seamless,7/10/09,1,239,3,1,0,14,20001,0,1,31,480,480,1,0,2,1,1,1,0,6500,0,1,4,730,365,0,0,0,0,0,0,1,4,0,1,5,0,Washington,DC,Real Bed,0,0,10/2/15
Luxury 1bedroom on Pennsylvania Ave,17436558,Mj,6/30/14,1,199,3,1,1,14,20004,0,1,31,1,1,1,0,1,1,1,1,0,0,0,1,7,1125,92,6/28/15,6/28/15,3,100,10,10,1,1,0,0,1,0.31,Washington,DC,Real Bed,71,0,10/2/15
Luxury one-bedroom in DC center,2791380,Andrea,6/30/12,1,135,2,1,27,14,20001,0,1,31,2,2,1,0,2,1,1,1,0,0,300,1,5,20,230,8/11/14,5/26/15,2,98,10,10,1,1,0,0,1,1.93,Washington,DC,Real Bed,40,0,10/2/15
"A Capitol View in Washington, D.C.",1569728,V,1/5/12,1,295,4,1,20,14,20004,1,1,31,1,1,1,0,4,1,1,1,2000,5400,0,2,1,1125,360,7/20/12,9/18/15,4,96,10,9,1,1,0,0,1,0.51,Washington,DC,Real Bed,0,75,10/3/15
Lux 2BR Apt near Convention Center,9419684,Mike,10/14/13,1,429,5,1,0,14,20001,0,1,31,206,206,1,0,5,2,2,3,0,7770,0,1,3,1125,72,0,0,0,0,0,0,1,2,0,1,19,0,Washington,DC,Real Bed,100,0,10/3/15
SHORT/LONG TERM: SPECTACULAR HOME !,4280278,Sara,11/29/12,8,400,5,1,26,14,20005,0,1,61,5,5,1,0,8,2.5,4,4,2400,8000,500,4,3,1125,278,1/5/15,9/21/15,4,88,9,9,1,3,0,0,4,2.87,Washington,DC,Real Bed,150,25,10/3/15
2Bd Penthouse by Convention Center!,2944360,Brynn,7/15/12,1,295,4,1,43,14,20001,0,1,68,6,6,1,0,6,2,2,3,1965,6195,0,0,1,1125,321,5/4/15,9/22/15,4,94,9,10,0,3,0,0,4,8.43,Washington,DC,Real Bed,100,0,10/3/15
New Luxury Downtown Private Apt.,949856,Nat,8/10/11,1,179,3,1,163,14,20001,1,1,68,1,1,1,0,4,1.5,1,2,1350,5500,200,2,2,730,305,8/28/11,9/27/15,4,94,10,9,1,2,0,1,1,3.26,Washington,DC,Real Bed,60,15,10/3/15
[1375-2] 2BR-1 Block to White House,25188,Seamless,7/10/09,1,309,4,1,23,14,20005,0,1,31,480,480,1,0,4,2,2,2,0,7850,0,1,4,365,353,4/26/11,8/7/15,3,90,9,10,1,4,0,1,5,0.43,Washington,DC,Real Bed,0,0,10/3/15
"Private, new room- great location!",37243726,Meagan,7/1/15,1,90,2,2,0,14,20001,1,1,68,1,1,1,0,3,2,1,2,600,0,0,1,6,22,56,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,50,0,10/3/15
Private room near Gallery Place,40998344,Grant,8/9/15,1,120,2,2,0,14,20001,0,1,54,1,1,1,0,1,1,1,1,0,0,0,1,2,3,28,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
critical mass,4028670,Damon,11/1/12,1,269,4,1,5,14,20005,0,1,31,1,1,1,0,4,1,2,2,1650,5950,200,0,2,1125,348,8/7/15,9/29/15,4,100,10,10,1,2,0,0,1,2.59,Washington,DC,Real Bed,0,0,10/3/15
Your Own Historic Row House Suite,11980555,Darob,2/5/14,1,150,2,1,73,14,20037,0,1,99,2,2,1,0,2,1,0,1,950,3500,0,1,2,365,223,3/29/14,10/1/15,4,87,9,9,1,2,0,0,2,3.95,Washington,DC,Real Bed,40,0,10/2/15
Lux 1BR - Near Convention Center,25188,Seamless,7/10/09,1,269,4,1,3,14,20001,0,1,54,480,480,1,0,2,1,1,1,0,6720,0,1,3,365,365,4/18/15,5/21/15,2,93,8,9,1,4,0,1,5,0.53,Washington,DC,Real Bed,150,0,10/3/15
Convention Center 1 Br Apartment,8160186,"Steve, Tracy, Alan And Paul",8/14/13,1,185,3,1,8,14,20001,0,1,61,49,49,1,0,4,1,1,1,1150,0,0,2,3,90,364,6/21/14,9/20/15,4,98,10,10,1,3,0,0,41,0.51,Washington,DC,Real Bed,0,25,10/3/15
Furnished Luxury Loft Condo,1404290,Joseph,11/14/11,1,120,2,1,1,14,20001,1,1,68,2,2,1,0,2,1,1,1,0,2450,1000,1,7,365,30,1/1/13,1/1/13,1,97,10,10,0,2,0,0,1,0.03,Washington,DC,Real Bed,100,0,10/3/15
Modern 2BR and DEN in heart of DC!,11600217,StayDC,1/24/14,1,220,3,1,0,14,20001,0,1,54,4,4,1,0,8,2,2,3,0,0,200,1,1,1125,321,0,0,0,0,0,0,1,3,0,0,2,0,Washington,DC,Real Bed,100,0,10/3/15
Luxury 1BR Apt by Union Station,7201666,Anthony,6/30/13,1,99,2,1,4,15,20001,1,1,72,1,1,1,0,3,1,1,2,0,0,1000,1,3,1125,2,12/26/14,8/30/15,3,100,10,9,1,2,0,0,1,0.43,"Washington, D.C.",DC,Real Bed,0,0,10/3/15
Verizon Center: Chinatown,44390138,Steve,9/16/15,6,99,2,2,0,14,20001,1,1,54,1,1,1,0,2,1,1,1,600,2000,0,1,1,1125,161,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,25,0,10/3/15
"Experience Washington, DC",10372748,Anna,12/1/13,1,250,3,1,6,14,20001,0,1,54,11,11,1,0,4,1,1,2,0,0,0,1,1,1125,365,3/19/14,1/16/15,1,100,10,10,1,3,0,0,2,0.32,Washington,DC,Real Bed,150,200,10/3/15
Lux 1BR Newseum Apt on the Mall,9419684,Mike,10/14/13,1,259,4,1,2,14,20001,0,1,31,206,206,1,0,3,1,1,2,0,5970,0,1,3,1125,27,3/29/14,11/20/14,4,90,6,10,1,2,0,1,19,0.11,Washington,DC,Real Bed,100,0,10/3/15
Two bedroom in Logan Circle,18894492,Sarah,7/25/14,1,300,4,1,2,14,20001,1,1,61,1,1,1,0,5,2,2,2,1200,0,0,1,1,1125,293,4/20/15,7/6/15,3,100,10,10,1,1,0,0,1,0.36,Washington,DC,Real Bed,100,0,10/3/15
Furnished 1BR - Massachusetts Ave.,25188,Seamless,7/10/09,1,289,4,1,1,14,20001,0,1,68,480,480,1,0,3,1,1,1,0,7124,0,1,5,730,365,7/16/10,7/16/10,3,0,0,0,1,4,0,1,5,0.02,Washington,DC,Real Bed,0,0,10/2/15
Luxury Sunny Studio in Heart of DC,28657705,Erika,3/2/15,1,200,3,1,15,14,20001,0,1,68,1,1,1,0,2,1,0,1,0,0,500,1,1,1125,345,4/18/15,9/27/15,4,97,10,10,1,3,0,0,1,2.66,Washington,DC,Real Bed,0,0,10/3/15
1 Bedroom - Near Convention Center,25188,Seamless,7/10/09,1,249,3,1,0,14,20001,0,1,54,480,480,1,0,2,1,1,1,0,0,0,1,3,365,365,0,0,0,0,0,0,1,4,0,1,5,0,Washington,DC,Real Bed,0,0,10/3/15
"Luxury Building, 1BR apartment",21242385,Daniela,9/12/14,1,81,2,1,1,14,20001,1,1,54,1,1,1,0,1,1,1,1,495,1715,173,1,1,1125,40,8/22/15,8/22/15,3,80,10,10,1,2,0,0,1,0.7,Washington,DC,Real Bed,35,17,10/3/15
Pied a Terre in Can’t Beat Location,44304709,Jenna,9/15/15,6,200,3,1,0,14,20001,1,1,54,1,1,1,0,2,1,1,1,0,0,0,2,2,1125,66,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
DOWNTOWN DC! 1 BR in 2-Floor Loft,1620178,Ian,1/17/12,1,89,2,2,3,14,20001,1,1,54,1,1,1,0,2,1,1,1,0,1989,0,1,3,1125,237,9/8/15,9/22/15,4,100,10,9,1,3,0,0,1,3,Washington,DC,Real Bed,0,0,10/2/15
Luxury Chinatown Studio,4265015,Francys,11/27/12,1,159,3,1,18,14,20001,0,0,54,1,1,1,0,2,1,1,1,0,3000,400,1,4,1125,296,12/19/13,9/16/15,4,99,10,10,1,3,0,0,1,0.83,Washington,DC,Real Bed,80,0,10/2/15
Private Studio in Downtown DC,20823005,Haley,9/1/14,1,85,2,1,1,14,20005,0,1,31,1,1,1,0,2,1,0,1,0,0,0,1,3,6,0,9/25/15,9/25/15,4,80,8,6,0,1,0,0,1,1,Washington,DC,Real Bed,0,0,10/2/15
